State,Year,State_Year,Gender,Leading_Cancer_Sites,Incidence_Counts,Incidence_Age_Adjusted_Rate,Death_Counts,Mortality_Age_Adjusted_Rate,Mortality_Incidence_Age_Adjusted_Rate_Ratio,Population,%_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,%_Low_birthweight,%_Adult_smoking,%_Adults_with_Obesity,%_Physically_Inactive,%_Excessive_Drinking,%_Uninsured,Primary_Care_Physicians_Rate,Mental_Health_Provider_Rate,%_With_Annual_Mammogram,%_Unemployed,%_Children_in_Poverty,Average_Daily_PM2.5,%_Severe_Housing_Problems,%_Adults_with_Diabetes,Median_Household_Income,%_Less_Than_18_Years_of_Age,%_65_and_Over,%_Black,%_American_Indian_&_Alaska_Native,%_Asian,%_Native_Hawaiian/Other_Pacific_Islander,%_Hispanic,%_Non_Hispanic_White,%_Female,%_Rural,Region
Oregon,2015,Oregon2015,Male,Prostate,2521,98.71,443,21.08,0.214,1990263,14.49,4.04,4.01,6.3,15.99,27.78,18.33,19.44,18.74,74.44,258.86,59.66,7.98,24.89,9.02,18.66,10.58,45943,20.91,20.21,0.73,2.48,1.77,0.3,11.57,81.28,50.04,44.37,West
Oregon,2016,Oregon2016,Male,Prostate,2486,94.14,475,22.04,0.234,2028093,15.91,4.22,4.4,6.44,16.01,28.34,17.53,18.49,12.6,72.83,316.62,59.3,6.54,24.08,7.02,18.82,10.49,47635,20.77,20.76,0.75,2.51,1.83,0.31,11.8,80.93,50.0,44.37,West
Oregon,2017,Oregon2017,Male,Prostate,2720,100.4,441,19.8,0.197,2055809,15.22,3.84,4.3,6.51,15.88,29.32,18.53,18.18,9.28,72.08,352.84,59.3,5.6,21.05,7.02,18.83,10.88,49870,20.76,21.19,0.78,2.56,1.86,0.31,11.85,80.73,49.95,44.37,West
Oregon,2018,Oregon2018,Male,Prostate,2670,96.57,474,20.68,0.214,2074151,15.22,3.84,4.3,6.59,15.88,30.64,18.12,18.18,8.27,70.99,383.68,38.5,4.8,20.5,7.68,18.46,10.81,52247,20.72,21.47,0.82,2.58,1.92,0.31,12.13,80.28,49.89,44.37,West
Oregon,2019,Oregon2019,Male,Prostate,3029,106.08,470,19.97,0.188,2090110,16.73,4.23,4.78,6.44,16.09,28.8,17.2,18.59,8.23,94.04,521.61,41.0,4.15,15.7,7.85,19.39,9.3,63168,20.85,17.63,1.96,1.81,4.83,0.45,13.28,75.29,50.43,18.97,West
Oregon,2020,Oregon2020,Male,Prostate,2199,75.56,465,19.0,0.251,2102461,18.19,4.65,4.79,6.52,15.74,29.3,17.3,19.49,8.44,94.18,551.01,42.0,3.74,13.6,6.35,19.07,9.7,66955,20.55,18.16,1.96,1.83,4.85,0.46,13.44,75.05,50.43,18.97,West
Pennsylvania,2010,Pennsylvania2010,Male,Prostate,10389,141.7,1374,21.13,0.149,6196088,14.82,3.55,3.61,7.55,22.7,28.98,26.58,17.43,14.02,70.41,56.21,66.31,8.87,17.69,3.16,29.32,9.48,46618,21.23,16.74,4.41,0.2,1.14,0.02,3.06,91.18,50.39,49.07,Northeast
Pennsylvania,2011,Pennsylvania2011,Male,Prostate,10746,143.7,1373,20.79,0.145,6218271,14.96,3.58,3.67,7.58,21.98,30.13,27.25,17.15,12.35,71.48,33.43,68.09,9.0,20.16,3.16,28.73,10.45,45501,21.23,16.74,4.41,0.2,1.14,0.02,3.06,91.18,50.39,49.07,Northeast
Pennsylvania,2012,Pennsylvania2012,Male,Prostate,8625,112.2,1291,19.12,0.17,6235679,14.75,3.58,3.53,7.67,21.62,30.12,27.24,16.94,12.68,68.27,34.53,67.59,8.05,19.71,13.13,28.84,10.44,46664,20.85,16.97,4.4,0.24,1.31,0.04,3.61,89.46,50.23,47.04,Northeast
Pennsylvania,2013,Pennsylvania2013,Male,Prostate,8497,108.07,1362,19.75,0.183,6246744,15.19,3.66,3.65,7.67,21.52,30.28,26.92,17.04,12.48,69.21,80.76,63.91,8.05,19.82,12.82,12.96,10.64,47807,20.58,17.6,4.25,0.24,1.28,0.04,3.58,89.66,50.21,47.43,Northeast
Pennsylvania,2014,Pennsylvania2014,Male,Prostate,7747,96.44,1268,18.06,0.187,6255623,15.19,3.66,3.65,7.6,21.52,30.78,25.51,17.04,11.98,68.31,104.26,64.15,7.64,19.75,12.82,13.12,10.99,48864,20.34,18.04,4.34,0.26,1.38,0.04,3.87,89.11,50.08,47.43,Northeast
Pennsylvania,2015,Pennsylvania2015,Male,Prostate,8872,108.19,1315,18.5,0.171,6258827,14.63,3.64,3.94,7.57,19.25,30.97,25.57,17.45,11.99,69.36,111.33,63.84,6.01,19.72,12.82,13.28,10.75,50093,20.16,18.46,4.39,0.27,1.46,0.04,4.03,88.79,50.03,47.43,Northeast
Pennsylvania,2016,Pennsylvania2016,Male,Prostate,9164,110.5,1385,19.2,0.174,6261453,13.85,3.49,3.77,7.58,17.4,31.45,24.55,18.51,10.44,68.51,119.24,64.94,5.47,19.73,10.37,13.32,11.28,51611,20.01,18.86,4.44,0.28,1.51,0.04,4.19,88.48,49.99,47.43,Northeast
Pennsylvania,2017,Pennsylvania2017,Male,Prostate,9161,107.37,1347,18.33,0.171,6266172,14.28,3.62,4.02,7.53,16.15,31.52,25.56,20.04,7.71,66.78,125.9,64.94,5.97,19.2,10.37,13.32,11.27,52553,19.87,19.3,4.43,0.29,1.55,0.05,4.32,88.28,49.95,47.43,Northeast
Pennsylvania,2018,Pennsylvania2018,Male,Prostate,9536,110.2,1410,18.77,0.17,6276611,14.28,3.62,4.02,7.56,16.15,31.78,23.96,20.04,6.86,67.5,132.52,43.97,5.25,18.1,10.46,13.17,11.51,54338,19.84,19.76,4.47,0.3,1.61,0.05,4.49,87.98,49.94,47.43,Northeast
Pennsylvania,2019,Pennsylvania2019,Male,Prostate,10589,119.97,1350,17.68,0.147,6272394,17.53,4.15,4.4,8.21,18.75,30.3,23.1,19.21,6.61,80.85,206.53,45.0,4.29,16.7,10.6,14.93,10.6,60891,20.68,18.24,10.84,0.39,3.7,0.08,7.62,76.06,51.01,21.34,Northeast
Pennsylvania,2020,Pennsylvania2020,Male,Prostate,8608,96.4,1405,17.99,0.187,6267042,17.59,3.96,4.68,8.26,17.92,30.8,22.0,20.2,6.71,80.98,220.11,45.0,4.38,16.5,9.0,14.67,11.0,63455,20.58,18.7,10.89,0.4,3.76,0.08,7.81,75.72,50.99,21.34,Northeast
Rhode Island,2010,Rhode Island2010,Male,Prostate,748,131.76,105,20.58,0.156,509276,11.68,3.3,3.32,7.07,17.72,22.32,22.1,20.16,12.66,117.24,69.29,67.12,10.4,11.58,0.6,38.88,7.6,62972,20.58,15.48,3.4,0.52,2.06,0.06,5.8,88.16,51.44,10.82,Northeast
Rhode Island,2011,Rhode Island2011,Male,Prostate,812,140.67,130,24.67,0.175,509738,11.42,3.26,3.34,7.1,16.74,23.54,22.36,19.76,11.0,117.24,58.96,73.48,10.86,13.68,0.6,38.9,7.58,59099,20.58,15.48,3.4,0.52,2.06,0.06,5.8,88.16,51.44,10.82,Northeast
Rhode Island,2012,Rhode Island2012,Male,Prostate,688,114.34,83,15.25,0.133,510708,11.55,3.33,3.38,7.17,16.23,23.9,22.84,19.87,11.95,99.04,59.03,73.06,10.6,16.13,10.22,39.53,7.7,60366,20.22,15.71,3.39,0.65,2.36,0.1,7.49,84.7,51.65,11.14,Northeast
Rhode Island,2013,Rhode Island2013,Male,Prostate,612,99.87,110,20.1,0.201,511425,11.28,3.28,3.36,6.96,15.18,23.98,22.86,19.76,10.32,104.1,215.28,69.45,9.63,14.52,10.25,17.69,7.7,60888,19.77,16.62,2.96,0.6,2.23,0.09,6.36,86.4,51.66,11.51,Northeast
Rhode Island,2014,Rhode Island2014,Male,Prostate,633,100.74,100,17.79,0.177,512440,11.28,3.28,3.36,7.07,15.18,23.92,21.66,19.76,10.64,106.07,255.72,69.33,8.81,14.56,10.25,17.69,8.3,63169,19.56,17.11,3.01,0.63,2.4,0.1,6.9,85.57,51.55,11.51,Northeast
Rhode Island,2015,Rhode Island2015,Male,Prostate,657,103.18,96,17.93,0.174,513263,11.22,3.14,3.44,6.82,14.24,24.44,21.92,21.4,11.51,107.56,268.19,70.0,7.1,14.68,10.25,17.95,8.76,63471,19.3,17.51,3.09,0.65,2.52,0.11,7.14,85.07,51.53,11.51,Northeast
Rhode Island,2016,Rhode Island2016,Male,Prostate,682,105.62,95,17.17,0.163,514154,12.8,3.56,3.88,6.67,14.01,25.38,20.18,19.05,6.92,108.31,282.13,70.09,5.53,14.6,7.76,17.9,9.24,65813,19.06,17.96,3.15,0.67,2.58,0.11,7.44,84.6,51.52,11.51,Northeast
Rhode Island,2017,Rhode Island2017,Male,Prostate,796,119.52,116,20.39,0.171,513670,12.18,3.54,3.91,6.72,14.59,25.84,21.8,20.49,5.27,106.83,297.36,70.09,4.93,13.68,7.76,17.72,8.8,67249,18.7,18.39,3.21,0.7,2.58,0.11,7.67,84.25,51.43,11.51,Northeast
Rhode Island,2018,Rhode Island2018,Male,Prostate,837,121.8,100,17.63,0.145,515433,12.18,3.54,3.91,6.64,14.59,25.72,20.7,20.49,4.07,108.45,310.01,52.2,4.13,12.94,6.76,17.39,9.02,71402,18.51,18.78,3.28,0.71,2.67,0.11,8.01,83.72,51.34,11.51,Northeast
Rhode Island,2019,Rhode Island2019,Male,Prostate,934,133.22,105,17.7,0.133,514961,16.38,3.99,4.63,7.52,14.95,28.1,24.4,19.64,5.44,97.2,409.34,51.0,4.07,18.0,6.6,18.43,9.5,63787,19.41,17.24,5.99,1.07,3.63,0.2,15.92,72.02,51.35,9.27,Northeast
Rhode Island,2020,Rhode Island2020,Male,Prostate,664,92.03,113,18.78,0.204,514692,16.51,3.88,4.15,7.49,15.21,28.5,23.5,19.67,4.79,99.4,424.12,51.0,3.56,16.5,6.1,17.98,10.1,70383,19.3,17.66,6.13,1.08,3.73,0.2,16.3,71.36,51.32,9.27,Northeast
South Carolina,2010,South Carolina2010,Male,Prostate,3616,143.24,484,26.17,0.183,2254916,19.11,3.95,3.82,10.94,23.19,32.45,29.29,13.34,20.38,60.18,11.61,63.16,13.77,26.38,0.15,30.47,12.24,40057,23.48,14.4,36.37,0.45,0.78,0.04,3.97,58.39,50.95,56.94,South
South Carolina,2011,South Carolina2011,Male,Prostate,3759,145.53,454,23.79,0.163,2271355,18.88,3.89,3.82,11.0,22.34,34.37,30.35,13.14,20.47,60.18,5.23,68.08,13.03,30.98,0.15,29.23,12.59,37668,23.48,14.4,36.37,0.45,0.78,0.04,3.97,58.39,50.95,56.94,South
South Carolina,2012,South Carolina2012,Male,Prostate,3267,120.37,484,23.69,0.197,2293405,18.75,3.83,3.81,11.02,21.48,34.31,30.29,13.1,20.81,49.92,15.19,67.33,12.01,32.12,12.91,29.69,12.56,38029,22.88,15.09,35.72,0.6,0.85,0.09,4.35,57.44,50.96,54.52,South
South Carolina,2013,South Carolina2013,Male,Prostate,3270,115.59,460,21.45,0.186,2316061,18.71,3.89,3.82,10.96,20.75,34.65,29.42,13.14,19.84,49.43,65.62,64.7,10.9,31.78,12.58,15.28,13.22,38687,22.56,15.9,35.91,0.61,0.84,0.08,4.27,57.35,50.96,54.98,South
South Carolina,2014,South Carolina2014,Male,Prostate,3233,110.98,492,22.5,0.203,2344514,18.71,3.89,3.82,10.83,20.75,34.93,28.4,13.14,20.2,49.79,90.19,65.46,9.01,33.0,12.58,15.54,13.63,39359,22.2,16.49,35.71,0.63,0.9,0.09,4.4,57.25,50.92,54.98,South
South Carolina,2015,South Carolina2015,Male,Prostate,3782,125.64,494,21.14,0.168,2377801,20.02,4.2,4.13,10.73,20.44,34.9,28.15,14.48,19.01,50.43,97.07,65.3,7.59,31.97,12.58,15.67,13.56,40297,22.01,17.07,35.64,0.63,0.94,0.09,4.46,57.17,50.93,54.98,South
South Carolina,2016,South Carolina2016,Male,Prostate,3675,117.32,533,22.21,0.189,2409206,19.1,4.27,4.34,10.62,19.21,35.14,27.77,14.92,16.79,50.26,104.41,66.03,7.04,30.4,9.71,15.73,14.37,41436,21.87,17.67,35.51,0.64,0.98,0.09,4.53,57.13,51.01,54.98,South
South Carolina,2017,South Carolina2017,Male,Prostate,3675,113.04,557,21.59,0.191,2438728,20.28,4.35,4.54,10.53,18.61,35.02,28.18,16.37,13.5,50.31,111.16,66.03,5.68,29.36,9.71,15.46,14.55,43352,21.7,18.27,35.45,0.66,0.99,0.09,4.58,57.09,51.09,54.98,South
South Carolina,2018,South Carolina2018,Male,Prostate,3504,105.26,529,20.01,0.19,2468034,20.28,4.35,4.54,10.45,18.61,35.84,28.0,16.37,12.56,49.52,115.96,44.17,4.96,28.39,10.2,14.82,14.6,44505,21.49,18.85,35.39,0.66,1.04,0.1,4.71,56.94,51.14,54.98,South
South Carolina,2019,South Carolina2019,Male,Prostate,3920,114.23,569,20.01,0.175,2497998,18.23,3.9,4.5,9.57,18.79,32.9,25.9,17.35,13.12,66.75,175.43,46.0,3.42,22.1,10.2,14.71,12.8,52449,21.75,17.7,26.62,0.54,1.77,0.1,5.82,63.7,51.55,33.67,South
South Carolina,2020,South Carolina2020,Male,Prostate,3519,100.08,600,20.6,0.206,2523412,17.82,4.01,4.72,9.61,18.66,34.0,26.0,17.84,12.7,66.95,183.04,47.0,2.85,19.9,8.95,14.53,13.3,56360,21.58,18.2,26.42,0.55,1.83,0.1,5.96,63.66,51.58,33.67,South
South Dakota,2010,South Dakota2010,Male,Prostate,597,131.1,98,24.01,0.183,408445,12.91,2.83,2.49,6.88,19.86,29.92,28.69,19.01,19.04,52.79,28.22,71.85,5.06,22.11,0.15,22.39,8.96,40782,24.9,17.59,0.4,13.79,0.49,0.02,1.9,83.4,49.88,79.48,Midwest
South Dakota,2011,South Dakota2011,Male,Prostate,642,137.5,87,20.68,0.15,413432,12.77,2.79,2.48,6.93,19.13,32.3,30.09,19.03,17.61,72.58,12.0,70.0,5.0,23.52,0.15,20.98,9.55,41708,24.9,17.59,0.4,13.79,0.49,0.02,1.9,83.4,49.88,79.48,Midwest
South Dakota,2012,South Dakota2012,Male,Prostate,526,110.43,77,18.49,0.167,419196,12.52,2.78,2.45,6.62,18.83,32.27,30.03,19.36,16.77,60.71,29.44,68.09,5.1,22.7,8.83,21.13,9.53,44013,25.02,17.52,0.46,13.87,0.51,0.04,2.16,81.72,49.59,77.65,Midwest
South Dakota,2013,South Dakota2013,Male,Prostate,542,109.57,79,18.07,0.165,423958,12.22,2.79,2.56,6.67,18.81,32.39,29.83,19.27,15.74,59.34,107.29,65.65,4.93,21.3,11.08,12.27,10.13,45579,24.8,17.87,0.43,14.08,0.51,0.04,2.07,81.69,49.52,78.17,Midwest
South Dakota,2014,South Dakota2014,Male,Prostate,574,113.68,76,17.48,0.154,427747,12.22,2.79,2.56,6.42,18.81,31.73,27.82,19.27,15.57,60.62,124.25,65.6,4.38,21.51,11.08,12.37,10.1,46219,24.84,18.05,0.72,14.04,0.6,0.05,2.63,80.77,49.42,78.17,Midwest
South Dakota,2015,South Dakota2015,Male,Prostate,618,119.78,89,20.12,0.168,430583,13.01,3.11,2.72,6.17,18.14,31.85,26.76,17.57,14.83,58.58,128.41,65.44,4.0,21.12,11.08,12.21,10.17,47572,24.94,18.28,0.73,14.02,0.63,0.05,2.8,80.6,49.48,78.17,Midwest
South Dakota,2016,South Dakota2016,Male,Prostate,646,119.2,107,23.75,0.199,435481,13.18,3.24,2.84,6.12,17.73,31.71,23.71,17.48,13.94,55.56,128.48,65.35,3.65,20.45,7.62,12.23,10.33,49071,24.91,18.64,0.73,14.03,0.71,0.06,2.92,80.37,49.48,78.17,Midwest
South Dakota,2017,South Dakota2017,Male,Prostate,666,120.08,71,15.65,0.13,440841,13.8,3.35,3.05,6.21,17.43,32.11,24.01,18.28,13.52,58.88,133.43,65.35,3.27,19.98,7.62,12.06,10.54,49095,25.02,18.89,0.79,14.25,0.75,0.05,3.06,79.93,49.37,78.15,Midwest
South Dakota,2018,South Dakota2018,Male,Prostate,711,123.7,92,19.19,0.155,443549,13.8,3.35,3.05,6.17,17.43,32.79,22.01,18.28,12.03,56.28,135.86,46.48,3.88,21.08,5.89,12.08,10.39,50095,25.15,19.15,0.78,14.33,0.77,0.06,3.13,79.76,49.35,78.15,Midwest
South Dakota,2019,South Dakota2019,Male,Prostate,762,132.92,86,17.66,0.133,447574,13.36,3.47,3.21,6.48,19.28,31.8,21.3,18.98,10.76,75.66,181.47,49.0,3.02,16.1,5.6,11.88,9.9,57041,24.67,16.65,2.29,9.0,1.71,0.08,4.13,81.43,49.5,43.35,Midwest
South Dakota,2020,South Dakota2020,Male,Prostate,702,119.48,95,19.6,0.164,450659,13.45,2.97,3.26,6.6,20.19,32.4,22.0,24.31,11.23,76.74,189.45,50.0,3.29,14.9,5.0,12.22,10.1,60414,24.54,17.17,2.2,9.04,1.55,0.09,4.22,81.51,49.5,43.35,Midwest
Tennessee,2010,Tennessee2010,Male,Prostate,4631,137.11,602,23.82,0.174,3097942,21.58,4.68,3.69,9.02,25.87,31.6,33.33,7.43,18.55,52.56,9.68,59.56,12.52,24.62,0.28,27.94,11.79,38997,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2011,Tennessee2011,Male,Prostate,4893,139.72,577,21.84,0.156,3119282,21.77,4.74,3.72,8.99,24.93,32.72,32.35,7.56,17.66,53.12,3.37,60.71,11.3,29.51,0.28,27.0,11.68,37784,22.83,15.43,7.59,0.31,0.58,0.02,2.88,88.62,50.63,68.81,South
Tennessee,2012,Tennessee2012,Male,Prostate,4276,118.51,552,20.2,0.17,3147567,21.51,4.72,3.64,8.94,24.56,32.71,32.32,7.24,17.01,47.54,16.28,60.37,10.59,29.56,13.89,27.56,11.67,38076,22.48,16.12,7.39,0.41,0.62,0.05,3.11,87.33,50.52,66.09,South
Tennessee,2013,Tennessee2013,Male,Prostate,4130,110.92,546,18.83,0.17,3167856,22.84,4.97,3.79,8.89,25.96,32.57,34.11,9.3,17.49,48.66,55.12,58.1,9.27,29.05,13.75,13.52,12.15,39075,22.29,16.83,7.19,0.4,0.62,0.05,3.06,87.59,50.51,66.44,South
Tennessee,2014,Tennessee2014,Male,Prostate,3955,103.42,580,19.7,0.19,3192084,22.84,4.97,3.79,8.84,25.96,32.51,33.41,9.3,16.82,47.98,62.9,59.02,9.44,29.06,13.75,13.79,12.8,40069,22.0,17.36,7.28,0.44,0.69,0.06,3.26,87.12,50.49,66.44,South
Tennessee,2015,Tennessee2015,Male,Prostate,4426,112.87,587,19.45,0.172,3216957,22.39,4.8,4.68,8.83,23.36,32.94,35.68,11.51,16.73,48.34,64.89,59.12,7.73,27.85,13.75,14.2,12.32,40645,21.81,17.83,7.34,0.45,0.73,0.06,3.35,86.88,50.46,66.44,South
Tennessee,2016,Tennessee2016,Male,Prostate,4628,115.41,661,20.87,0.181,3244464,20.97,4.99,4.67,8.72,22.17,32.69,32.98,11.88,14.71,47.59,66.05,59.88,6.74,27.47,9.75,14.13,13.8,42520,21.68,18.24,7.38,0.46,0.75,0.06,3.45,86.67,50.45,66.44,South
Tennessee,2017,Tennessee2017,Male,Prostate,5033,122.69,644,20.09,0.164,3276742,20.39,4.84,4.78,8.82,22.15,33.1,32.89,13.74,12.39,46.64,69.88,59.88,5.66,25.81,9.75,13.97,13.78,43356,21.56,18.59,7.29,0.48,0.77,0.07,3.54,86.59,50.43,66.44,South
Tennessee,2018,Tennessee2018,Male,Prostate,5000,119.67,607,18.21,0.152,3307310,20.39,4.84,4.78,8.87,22.15,33.37,29.81,13.74,11.19,45.97,71.77,38.56,4.32,24.09,10.03,13.66,13.97,45429,21.42,18.82,7.35,0.49,0.8,0.07,3.69,86.31,50.36,66.44,South
Tennessee,2019,Tennessee2019,Male,Prostate,5153,120.04,685,19.52,0.163,3331896,19.65,4.23,4.37,9.17,22.64,33.2,27.2,14.27,11.29,71.65,151.85,41.0,3.49,21.8,10.0,14.66,12.8,52366,22.25,16.39,16.74,0.47,1.9,0.1,5.62,73.7,51.21,33.61,South
Tennessee,2020,Tennessee2020,Male,Prostate,4526,103.42,677,18.88,0.183,3358020,21.18,4.72,5.18,9.17,20.78,33.3,27.2,17.13,11.99,71.62,157.69,41.0,3.39,19.4,8.8,14.19,12.5,56047,22.11,16.74,16.72,0.48,1.96,0.1,5.73,73.5,51.21,33.61,South
Texas,2010,Texas2010,Male,Prostate,12367,115.0,1679,20.46,0.178,12520150,18.39,3.92,3.54,8.19,19.69,27.7,28.01,13.67,31.04,40.92,27.71,56.63,7.41,24.79,0.19,25.65,9.89,42171,25.53,15.4,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.9,South
Texas,2011,Texas2011,Male,Prostate,12885,114.37,1618,19.02,0.166,12719673,17.93,3.99,3.54,8.3,17.85,29.55,28.49,13.11,28.27,45.99,10.19,57.44,7.7,27.36,0.19,23.74,10.3,41449,25.53,15.4,7.13,0.79,0.84,0.06,31.64,59.54,49.69,55.9,South
Texas,2012,Texas2012,Male,Prostate,11802,100.6,1627,18.06,0.18,12942375,17.55,3.81,3.28,8.47,15.1,29.55,28.47,10.46,27.44,42.01,13.97,56.57,7.39,27.4,9.98,23.47,10.3,42590,24.85,15.91,6.31,1.08,1.02,0.07,32.9,58.37,49.4,55.36,South
Texas,2013,Texas2013,Male,Prostate,11672,96.39,1767,19.03,0.197,13142117,20.32,4.04,3.64,8.53,21.75,29.81,28.2,16.71,26.58,42.14,30.18,54.84,6.29,26.68,9.47,14.03,10.63,43815,24.54,16.41,6.18,1.05,1.0,0.07,32.76,58.7,49.36,55.52,South
Texas,2014,Texas2014,Male,Prostate,11549,92.73,1705,17.49,0.189,13385928,20.32,4.04,3.64,8.51,21.75,29.94,27.32,16.71,25.83,40.76,44.52,54.37,6.04,26.84,9.47,14.13,10.8,45594,24.45,16.69,6.26,1.14,1.11,0.08,33.56,57.59,49.22,55.52,South
Texas,2015,Texas2015,Male,Prostate,12283,95.25,1802,17.81,0.187,13642714,19.34,3.63,3.2,8.47,15.55,30.16,28.01,16.7,25.96,41.1,46.47,53.02,4.94,25.17,9.47,14.14,12.22,46935,24.33,17.01,6.28,1.17,1.16,0.08,33.93,57.11,49.19,55.52,South
Texas,2016,Texas2016,Male,Prostate,13150,98.63,1834,17.61,0.178,13865227,19.8,3.99,3.52,8.38,15.83,28.7,25.18,16.9,22.77,41.04,48.55,52.88,4.78,24.68,8.21,14.1,10.4,48729,24.33,17.22,6.3,1.2,1.21,0.09,34.39,56.52,49.18,55.52,South
Texas,2017,Texas2017,Male,Prostate,14718,106.2,1938,17.85,0.168,14052998,19.78,3.81,3.64,8.16,15.65,29.53,27.22,17.89,20.83,40.87,50.38,52.88,5.19,25.09,8.21,14.02,10.89,48738,24.33,17.48,6.24,1.22,1.25,0.09,34.61,56.29,49.18,55.52,South
Texas,2018,Texas2018,Male,Prostate,15858,111.47,1979,17.54,0.157,14215238,19.78,3.81,3.64,8.1,15.65,30.07,25.31,17.89,20.23,40.72,53.46,32.88,4.47,24.41,8.68,14.17,10.84,49347,24.22,17.82,6.23,1.23,1.28,0.09,34.97,55.88,49.18,55.52,South
Texas,2019,Texas2019,Male,Prostate,16123,109.73,2063,17.65,0.161,14394891,20.81,3.72,3.81,8.33,15.71,30.1,24.4,19.52,19.39,60.91,113.84,37.0,3.86,21.1,8.75,17.67,10.0,60632,25.78,12.55,11.99,1.01,5.18,0.15,39.61,41.51,50.32,15.3,South
Texas,2020,Texas2020,Male,Prostate,13677,91.03,2124,17.51,0.192,14581051,18.74,3.8,3.76,8.35,14.24,31.4,23.2,18.97,19.92,60.89,120.87,37.0,3.51,19.2,7.3,17.42,10.2,64044,25.52,12.88,12.08,1.02,5.21,0.15,39.75,41.22,50.33,15.3,South
Utah,2010,Utah2010,Male,Prostate,1762,168.4,223,26.3,0.156,1394146,13.2,3.4,3.25,6.88,12.82,24.66,21.73,9.68,20.96,46.43,47.7,57.7,7.04,14.19,1.1,26.74,7.55,51214,30.62,12.07,0.64,3.53,0.81,0.24,7.72,87.07,49.13,54.97,West
Utah,2011,Utah2011,Male,Prostate,1736,159.48,194,22.13,0.139,1414049,13.3,3.39,3.3,7.0,12.39,25.7,21.11,9.36,17.66,53.86,25.38,59.57,8.45,17.81,1.1,25.69,7.68,50123,30.62,12.07,0.64,3.53,0.81,0.24,7.72,87.07,49.13,54.97,West
Utah,2012,Utah2012,Male,Prostate,1327,116.87,202,22.42,0.192,1434801,13.05,3.37,3.31,7.14,12.06,25.68,21.0,8.97,18.5,49.37,21.68,57.78,7.4,18.16,9.33,26.69,7.64,51089,30.76,12.29,0.49,3.27,0.98,0.35,8.72,85.45,49.27,47.06,West
Utah,2013,Utah2013,Male,Prostate,1366,115.66,193,20.69,0.179,1457715,12.88,3.37,3.2,7.16,11.6,25.8,21.13,9.55,18.3,49.14,134.69,55.0,6.63,17.73,11.54,13.28,7.82,52168,30.35,13.06,0.42,3.3,0.92,0.32,8.44,85.94,49.25,48.35,West
Utah,2014,Utah2014,Male,Prostate,1304,108.15,195,19.75,0.183,1477790,12.88,3.37,3.2,7.19,11.6,25.49,19.91,9.55,17.08,51.11,181.38,56.51,5.36,17.34,11.54,13.64,8.12,53844,30.16,13.41,0.47,3.27,0.99,0.35,8.79,85.44,49.17,48.35,West
Utah,2015,Utah2015,Male,Prostate,1473,116.48,178,17.65,0.152,1501242,12.7,3.54,3.39,7.18,10.13,25.66,20.97,11.38,16.7,51.3,194.7,53.88,4.65,16.09,11.54,14.06,8.18,55322,29.9,13.75,0.51,3.3,1.04,0.36,8.88,85.2,49.13,48.35,West
Utah,2016,Utah2016,Male,Prostate,1505,115.02,233,22.38,0.195,1532337,13.61,3.59,3.55,7.47,10.0,25.98,19.41,12.08,15.42,51.09,209.71,56.24,4.76,15.92,6.4,13.89,8.31,56899,29.64,14.07,0.51,3.36,1.09,0.36,9.07,84.89,49.14,48.35,West
Utah,2017,Utah2017,Male,Prostate,1576,116.33,212,19.65,0.169,1562978,12.89,3.53,3.64,7.66,9.83,26.2,20.37,12.44,13.18,49.83,221.57,56.24,4.81,15.08,6.4,14.0,8.1,58319,29.34,14.58,0.52,3.45,1.1,0.37,9.1,84.68,48.99,48.35,West
Utah,2018,Utah2018,Male,Prostate,1742,124.23,254,22.26,0.179,1588994,12.89,3.53,3.64,7.57,9.83,26.51,18.14,12.44,10.93,51.47,232.87,36.14,4.27,14.49,5.95,13.31,8.39,60148,29.11,15.02,0.56,3.42,1.09,0.37,9.23,84.52,49.06,48.35,West
Utah,2019,Utah2019,Male,Prostate,1710,117.44,276,23.44,0.2,1613538,13.89,3.5,3.74,7.06,8.88,25.9,18.1,12.22,10.05,57.9,333.52,39.0,3.12,9.7,5.6,14.17,7.1,71381,29.5,11.09,1.15,1.54,2.7,1.06,14.24,78.01,49.63,9.42,West
Utah,2020,Utah2020,Male,Prostate,1729,114.03,262,21.33,0.187,1637740,14.81,3.55,3.91,7.14,9.11,27.0,16.7,11.1,10.41,57.95,342.64,40.0,2.61,9.6,5.8,13.63,7.5,75705,29.05,11.41,1.19,1.55,2.67,1.06,14.41,77.79,49.63,9.42,West
Vermont,2010,Vermont2010,Male,Prostate,464,121.65,72,24.46,0.201,308263,11.77,3.29,3.31,6.59,19.69,23.81,20.29,19.11,13.54,103.9,105.79,68.09,7.42,14.51,0.79,36.44,7.07,49454,20.27,15.49,0.69,0.44,0.79,0.01,1.27,96.81,50.61,75.32,Northeast
